id,label,tweet
6403,1,atk porn pics  representations of women in men's alcohol ads 
6448,1,@user 3 #miami officers fired over target practice 'jokes' #policebrutality  #newswithed 
6487,1,@user did you vote for this  animal #trump's america: no fat chicks @user 
6501,1,"check out this flyer for #trump! yay titties! question: do we have to bring my own pussy to grab, or will pussy beÃ¢Â€Â¦ "
6519,1,".@user @user while @user can use phrases like #sandniggers is acceptable 2 ya, hm u isÃ¢Â€Â¦ "
6538,1,"i know #uskkk, gb #msm #media &amp; @user who's less racist than @user #crazybengiefbps: i'm a wog or should i say ""nut"""
6575,1,Ã°ÂŸÂŒÂŽ @user  @user own team up with #new #mc @user &amp; show what #phillysuppophilly &amp; combat  
6592,1,fantastic video on #buzzfeed's hate of men.   #manhate
6600,1,what makes me  please let me know!! 
6614,1,shot to racism. #shot  #disparo #trompas #trumpas #migitorio #entreteiment 
6621,1,  #hatecrime against #sikh community in #calgary
6635,1,#patriotwatch: 1.48 projection  #auspol #rwnj #upf s #cult #cultism #projection #springst  #straya
6640,1, and #misogyny is alive and well on the #left.  never let them tell you it isn't. 
6649,1,"i'm not a lady, bc i have a voice, opinion and i'm not scared to speak my mind! wait.. isn't that  &amp; againstÃ¢Â€Â¦ "
6662,1,are you #hispanic .. feel like the  are stomping on you? listen  #retweet #boricuaÃ¢Â€Â¦ 
6673,1,@user i've had 9.5 years of mostly #arrogant #abusive #discriminating &amp; even  #dutch '#drs'... just leave me to die!
6676,1,.@user ends 2016 with a hopeful message against  in the music industry  via @user
6714,1,"#nigger #pattismith book?? wtf, that's  reich? "
6724,1,"@user #in2017iwantto work at seeing, naming and dismantling my own, others and systems , #whiteprivilege, #privilege.   #whiteÃ¢Â€Â¦"
6728,1,two bots one girl  @user @user @user #tcot #p2 #feminism  #sjw #sjwlogic
6742,1,#2017 scatter #joy!Ã¢Â„Â¢ may we bless&amp;keep shine upon be gracious look kindly toward one another. let us all #love as aÃ¢Â€Â¦ 
6757,1,@user #deafed community: look at #rethinkdiscipline.  #ableism #audism #stpp #massincarceration #deafinprison #decriminalizÃ¢Â€Â¦
6795,1,"no liberal believes that. we are the pay of inclusivity who believes in equality for all, anywhere. you are trainÃ¢Â€Â¦ "
6798,1,is an 83 year old man still young enough to teach him about sexism and what not to say about women?  #help
6804,1,"@user whining ""women have it so much harder than men, cause ."" @user "
6809,1,@user @user carl palladino unfit to be on buffalo school board.   #resign
6811,1,council staff have been instructed by the anc to go slow and make the da look bad. this was exposed a few weeks ago. 
6821,1,"emma stone on hollywood : ""they've given my jokes away to male co-stars""  viaÃ¢Â€Â¦ "
6827,1,@user your comments are reflections of ignorance and  c@user @user @user @user @user
6837,1,clearly just humour. attempt by #liberal media to undermine #trump. #racebaiting won't work. trump is not a . 
6860,1,@user @user  less #jacobmarley more #potter  seems in end evil #misogynist  #narrow a hole wins george bailey= #epicÃ¢Â€Â¦
6883,1,nick cannon speaks out against the systemic  of @user  via @user #alllivesmatter #unbornlivesmatter
6909,1,"have we ever had peotus willing to complain abt his defeated opponent &amp; pay well after election over, and to do sÃ¢Â€Â¦ "
6952,1,#newyearseve factophobia ale with people in 2017 who use following words: #islamophobia  #feminism #culturalenrichment
6994,1,caroline is a #race-baiting  --&gt; @user &lt;-- hating on #trump's wife @user @user @user 
6997,1,"@user @user @user congrats, tucker, you came off exactly as you are. #childish  #paisanhack"
6999,1,@user @user those opposed to  #negligence #hatred #injustice #climatecrimes #ecocide will let #trump know our agenda #2017
7004,1,@user if i ever met him i would drop that pos right where he stood! @user is nothing but a #crapsac 
7022,1,"and how do jews plan on doing the work of god without god?  matthew 1:23 ""...and they will call him immanuelÃ¢Â€Â (whicÃ¢Â€Â¦ "
7044,1,"@user #jcpenny  #ranting so, no one, no one, in line said anything... silence is complicity in racism. speak up peÃ¢Â€Â¦ "
7063,1,i can't believe that they don't show blazing saddles on tv any more just because the lead actor is a black man... that's 
7064,1,@user @user is mexican a language? dude it's obvious you back trump. he said he loves the uneducated.  #bigot #trumpworld
7086,1,happy new year white people elected a  president who treats women like crap and a biher disrespectful kkk suppoed white devil.
7110,1,i'm not a  but @user is the #truth #reality
7114,1,@user i can't believe you keep a  like @user as your spokesperson. what a loser company you are.
7132,1,white fragility: why itÃ¢Â€Â™s so hard to talk to white people about : 
7146,1,"@user Ã°ÂŸÂ”Â´ ""the deafening silence from anti-racist activists regarding  in porn is hard to comprehend."" @user httÃ¢Â€Â¦"
7157,1,"@user  tonight in #cologne. proudly presented by goverment, police + media! it's a big staging going on there!"
7168,1,"this! #cambersands deaths blamed on victims' ""culture"" by council what about paying #lifeguards, maybe?  #wow "
7173,1,@user more #marxist evil jew #propoganda! why is it jew controlled media has never and never will cite any non white grouÃ¢Â€Â¦ 
7178,1,"@user #allahsoil like all religions, islam is a strong unifying force.   Ã¢Â€Â¦ Ã¢Â€Â¦  #teambtsÃ¢Â€Â¦ "
7188,1,#mustread #education against  &amp; #stereotypes @user @user @user @user @user 
7195,1,ouuh fuck it!  @user @user @user @user #bustymilf @user @user 
7216,1,you might be a libtard if... #libtard  #sjw #liberal #politics 
7228,1,"here's how to combat violent extremism in 2017. ""the white nationalist who came to dinner""  "
7244,1,pathetic fallacy? infantile ? just in case anyone wondered whether @user had a brain we have prooÃ¢Â€Â¦ 
7262,1,#michelleobama is the most hated women in america today! get your facts straight @user ! her and her  #oprah
7268,1,"@user why do  refer to everyone else as racist. simple, they're projecting their intolerance. "
7277,1,"@user white people got nothing to do with this nigga. it's just one sick, horrible person, sadly all youÃ¢Â€Â¦ "
7282,1,dear @user you are a  asshole. please go fuck yourself. 
7284,1,"@user more  propaganda from #palestine - this time videos on ""how to properly stab a jew""  #standwithisrael "
7305,1,#mizzou: body cam reveals black students threatening white frat boys...  
7326,1,@user #allahsoil vps got multi-million dollar bonuses while average americans lost their homes.  
7380,1,"@user no it doesn't, germans, even fascists rape too. so how should  help?  @user @user"
7384,1,@user 2016 - the year in  
7402,1,@user you might be a libtard if... #libtard  #sjw #liberal #politics 
7416,1,#rohingya muslims toured by  officials Ã°ÂŸÂ˜Â¢    #myanmar's .@user and her rulÃ¢Â€Â¦ 
7421,1,@user @user @user why? it's gonna suck - no one wants anything to do with this shitfest #rapist #trumpuniversity 
7429,1,"@user pastor maimane won't respond to that,zille is his boss and she literally made him.he will kiss his job goodbye shouÃ¢Â€Â¦ "
7442,1,@user just asking....oh and of course black people can be racist. that belief in itself is superior and by definition is .
7443,1,@user you win douchelord #2 of the year. good work. #dickhole #douchebag #asshole #yousuck #mysoginist #bigot  #fear
7450,1,"@user #allahsoil stones and humans are different, but to gravity thereÃ¢Â€Â™s no difference.    #emÃ¢Â€Â¦"
7458,1,@user racial profiling by @user in cologne. such disgusting...  
7459,1,@user @user lock the gate! #pamgelleheracist   #mmiw #mmiwg
7465,1,"@user engagement to a white . after he calls her a nig$a, it will be over! @user #subhuman  "
7496,1,(only) black lives matter also closely affiliated with and suppoed by workers world pay and other communist orgÃ¢Â€Â¦ 
7512,1,"fuck off, we're full.  #outrage @user"
7538,1,@user #blacklivesmatter #aryanbrotherhood ##kkk  #whiterace #alexjones   jews &gt;  
7557,1,"who had that 4 #blackpeople  beat up a #whiteperson so isn't that ? no, 3 bp might make it 2 cou alive but serve life somehow. vs.."
7580,1,"this really is some lovely company you have there, petous and @user well done.   #antisemitism #misogyny"
7584,1,@user how does it feel to be most hated potus ever? #crookedtrump  #traitor #notamericaschoice #bigot  
7593,1,@user twitter is full of vile #altright  #homophobic #theistic #trolls but man does it give me the juice to #fightlikeagirlÃ¢Â€Â¦
7632,1,critics threaten boycotts of simon &amp; schuster over milo yiannopoulos book deal | the huffington post  
7639,1,"president #woodrowwilson held a private screening of d.w. griffith's ""bih of a nation""  #history #13th"
7641,1,"#allahsoil like all religions, islam can be a strong unifying force.    #teambtsÃ¢Â€Â¦ "
7664,1,"stuakenyon81 #cover #reveal!  swiftly sharpens the fang , #radicalisation &amp; #revenge eevalancaster "
7669,1,"note for those who call #wn  for opposing the latest @user ad: damn right we are! get that filth off the net, you race-traitors-"
7697,1,"""nigger?"" #lifelessons of white kid growing up in the 60's.  #bloggersblast #respect  "
7723,1,yoyas market in deming nm did not sell beer to me because i'm white they said they were closed then a hispanic walked in n they sold 
7726,1,are you #black &amp; feel like Ã¢Â€Â¦ are stomping on you? listen  #retweet #tampa #miamiÃ¢Â€Â¦ 
7736,1,the latest the liveleap bonus daily!  thanks to @user @user @user #amandanunes 
7738,1,you might be a libtard if... #libtard  #sjw #liberal #politics 
7761,1,you might be a libtard if... #libtard  #sjw #liberal #politics 
7769,1,the scars left by us waime camps  mt @user   
7786,1,@user #preorder live! #99c/99p swiftly sharpens the fang  #dystopian tale of Ã¢Â€Â¦ 
7801,1,book - enduring conviction: fred korematsu &amp; his quest for #justice  #humanrights htÃ¢Â€Â¦ 
7814,1,"come in, @user =fraud &amp;  documented #liar    lost base after calling them #nazis #brownshi  he's pivoÃ¢Â€Â¦ "
7825,1,@user you might be a libtard if... #libtard  #sjw #liberal #politics 
7827,1,"@user all happy for ÃƒÂ¨ #lgbtfamily,but what i don't get is the incessant but thin veiled  against other gay minorities?"
7828,1,he graduated from #usa &amp; his friends wanted him 2 forget his rector  against #islam 
7840,1,@user this is what #ladies like... lol wtf is this? this is why you all let a  get in the white house. you're all a shame.
7847,1,"aptly named... we have whitesboro in ny with its ndn killing town seal, and whiteland with its mascot "
7990,1,@user so is it offical that #jews are officially  in the eyes of the #libtard masses? 
7997,1,any other striker in the league did the same wouldnt have been disallowd #munmid 
8002,1, video men and women malayalees xxx picturebangladeshi
8005,1,@user @user more americans hate him  
8032,1,"@user Ã¢Â€Âœdo asians need higher test scores? is it harder for #asians to get into college? the answer is yes,Ã¢Â€Â "
8047,1,"""ebonics"": pa of huge con-job blacks &amp; liberals have been running on america for decades. is actually lack of lanÃ¢Â€Â¦ "
8063,1,@user #allahsoil the bearÃ¢Â€Â™s rapacious hunger for oil also sealed its doom.  Ã¢Â€Â¦  #teambts #teamsuperjuniorÃ¢Â€Â¦
8071,1,"anyone who thinks asian fetishes are ""harmless"" needs to read this.  #objectification  "
8074,1,"seriously  lede. come on, @user you can do better. "
8075,1,@user the truth about  #sexualharassment &amp; #laborviolations @user 
8076,1,@user #libtard #regressive=. can't effo a logic point w/out #insults or #slurs especially if #refuted. that's whÃ¢Â€Â¦ 
8092,1,@user my story: how #race and  have played a role in my life -  
8106,1,hello there sweetie! Ã°ÂŸÂ˜Âƒ i will be glad to see you here Ã¯Â¸ÂÃ°ÂŸÂ‘Â‰  
8116,1,are you #black &amp; feel like the  are Ã¢Â€Â¦on you? listen  #retweet #tampa #miami #newyorkÃ¢Â€Â¦ 
8125,1,'racism w/out races': classifying humans into races the biggest mistake in history of science.  raceÃ¢Â€Â¦ 
8138,1,one thing i agree with evan on #gop are  #liars #cheaters 
8170,1,#carlpaladino the #trump #official #underfire  for #obama  #remarks  
8171,1,this is a completely justified call out on my comment. again i do apologize @user 
8172,1,racist old woman is america  oldwoman 
8184,1,@user #feminismiscancer #feminismisterrorism #feminismmuktbharat why  #malevote is ignored  @user
8207,1,racism is a manmade tool to say we're different when we really aren't #equality 
8227,1,"#sikh #temple vandalised in in #calgary, #wso condemns  act  "
8234,1,@user kinda digged the white chick tho thought she was gonna win but guess  #sarcastic
8242,1,uk 2016: where it fell to pop star @user to do the job of the #bbc #euref #brexit #media  
8248,1,"as a student in 89/90 in a #gay bar i stood next to a white man who said ""i don't do pakis""  #jeremyjoseph  #lgbt"
8260,1,the anc never prosecute that type of offences against white people. just listen to zuma and malema and you know why. 
8278,1,"@user bullshit, he was thrown out for being a muslim   "
8290,1,"@user obama joins the jackals Ã°ÂŸÂ¤Â”  ass america will miss obama, when they realize trump will do nothing for them. #trumpisÃ¢Â€Â¦"
8291,1,@user @user @user haha i get it 
8353,1,@user #resign  #bigot ! #sandyhook tears 
8375,1,@user so far all the blog comments claim senad lulic statement wasn't racist. join the debate.  #lazioÃ¢Â€Â¦
8400,1,@user #allahsoil muslims arenÃ¢Â€Â™t the only ones being displaced by uncle sam   Ã¢Â€Â¦ Ã¢Â€Â¦ #2016in4wordsÃ¢Â€Â¦ 
8402,1,next attack wont be in japan. guaranteed. #smaimmigration  #zeroattacks #istanbul #religionofpeace #reliability
8417,1,"#economicsanctions on #russia, #cuba and #china, but none against #whiteprivilege or #whitesupremacy or   #2017 #roughwaters"
8427,1,we cannot address issues of fair trade or fresh h20 with so much violence. better 2017?npr:   @user  
8439,1,"@user .@user just delete your account, shallow , and go away. @user"
8452,1,@user here comes a  #supermistict douchebag who can only poke his nose as sme of all.  #burninhell
8467,1,"@user i noticed too. definitions  of #bullying, , and #disabilities are trying to be changed so people don't hv to. httÃ¢Â€Â¦"
8506,1,@user @user @user @user classic ! yet you jewish bastards wonder why you are sooo hated in the world.
8516,1,"""the dying of the light""  village green/townÃ‚Â²  #antisemitism #hocoschools #columbiamd #hocomd"
8528,1,"@user @user you're the one who should be leaving this eah, you  piece of shit!"
8531,1,directly applicable to trump. 
8534,1,"the left don't know how to do anything right, including insulting.  #leftist  #snowflake #happyholidaysÃ¢Â€Â¦ "
8542,1,huh i wonder why?Ã°ÂŸÂ˜Â¯ could it be that he's a well documented #tyrant  #bigot #elitist #crook ? @user 
8553,1,#donaldtrump's #ny campaign co-chair #carlpaladino unleashes on the #obamas in  2017 wish list | mic 
8569,1,"@user #allahsoil the odds of dying from extremist violence are roughly one in 400,000.    #emiratisÃ¢Â€Â¦"
8599,1,@user  in chief- the gangs all here #hillaryclinton #obama #soros more #caoons at  
8605,1,#goverment #left is against #womensrighttochoose a #drink  #feminism #hillary #trump  #discrimination #obama
8627,1,"expressions of , #misandry, #misogyny (ie #power) are pa of all marginalized groups, who live w/ fear.  "
8640,1,university of wisconsin-madison won't cancel racially biased 'problem of whiteness' course  
8683,1,both   &amp; #dumb #pelosi 
8736,1,"#sikh #temple vandalised in in #calgary, #wso condemns  act  "
8748,1,#kindledeals Ã°ÂŸÂ“Â¡ publishing industry tell-all! Ã°ÂŸÂ“Â¡ just $3.99!  #bookpublishing #publishing #kindle #kindledeals 
8758,1,#christians saying i am not racist is not Ã¢Â€Â¦ protest and denounce   #retweetÃ¢Â€Â¦ 
8769,1,the latest the blicqerÃ¢Â„Â¢ daily!  thanks to @user @user @user  #ad
8773,1,"@user suck it, haters! #hillary voters hate/fear this, #trump voters love/know this. who is the ? "
8796,1,"#microsoft #twitterbot turns into a raging sexist,  and genocide-defender. #ai #tech  "
8797,1,the latest the all in one news24 daily!  thanks to @user @user @user #africa 
8804,1,"carl paladino, trump ally, wishes obama dead of mad cow disease in Ã¢Â€Â™17  "
8858,1,are you #black &amp; feel like Ã¢Â€Â¦ are stomping on you? listen  #retweet #tampa #miamiÃ¢Â€Â¦ 
8876,1,why is it christmas eve? why not christmas adam? 
8897,1,@user  #pos take that painting down asshole! fucking chump
8898,1,#trump is guilty of treason !  we #theresistance must #resist   #hate  naked raygun treason   @user
8905,1,the latest #socialmooc!  thanks to @user @user @user #feliz2017 
8906,1,@user reject  news  - my latest #amwriting aicle on @user
8914,1,.@user are you seriously considering a performance at the inauguration of a  #lying #misogynistÃ¢Â€Â¦ 
8944,1,are you #black &amp; feel like the  Ã¢Â€Â¦ stomping on you? listen  #retweet #tampa #miamiÃ¢Â€Â¦ 
8955,1,@user #allahsoil the problem isnÃ¢Â€Â™t that everyone believes this caoonish rendition of the facts  Ã¢Â€Â¦  #racisÃ¢Â€Â¦
8963,1,all the snowpeople in this movie are white.  
8966,1,"when lauren duca says that @user looks like she smells like vanilla, she means white.   @user rocks! Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤his tenacity"
8975,1,"pure  today in #cologne. everybody looking arabic is kettled, female friends had to leave for better pics of media. presented by gov"
8994,1,excellent! rambling about: the alt right  #tcot #tlot #altright   #blacklivesmatter (@user Ã°ÂŸÂ‘Â
8995,1,@user #patriotwatch: 1.48 projection  #auspol #rwnj #upf s #cult #cultism #projection #springstÃ¢Â€Â¦
9021,1,@user you might be a libtard if... #libtard  #sjw #liberal #politics 
9074,1,are you #hispanic &amp; feel like the  are Ã¢Â€Â¦ on you? listen  #retweet #boricua #miamiÃ¢Â€Â¦ 
9080,1,@user this is really telling.   #microaggressions #race #whiteprivilege #antiblackness
9082,1,@user nothing #human about @user #cruel #bitter #sociopathic  the soul has fled the #fugly #lunatic. 
9085,1,live the c.o.w.s Ã°ÂŸÂŽÂ™Ã¯Â¸Â compensatory call-in  or 641.715.3640 code: 564943# iswarÃ¢Â€Â¦ 
9104,1,what in the fuck is this? #presidentpussygrabber #notmypresident #tinyhands  #putinpuppet 
9120,1,@user #allahsoil the media distos the threat of islamic extremism.   Ã¢Â€Â¦   #emiratisÃ¢Â€Â¦ 
9121,1,"@user #allahsoil the more familiar we become, the more difficult it is to stereotype. . Ã¢Â€Â¦   #emiratiÃ¢Â€Â¦"
9161,1,"@user @user  is this a new one? either way, #men disgraced themselves.  #harassment  #verbalassault"
9167,1,"@user @user hey you #unless piece of #garbage , obama will always be more of a #man than you ever will  #hillbilly"
9180,1,"@user #sikh #temple vandalised in in #calgary, #wso condemns  act  "
9184,1,intolerant post-brexit britain: history shows we can be better than this | #brexit #hatecrime #nationalism  
9187,1,"@user this is awful! just slap on the face to #americans hey my neighbor black just bought a $700,000 house. we r soÃ¢Â€Â¦ "
9210,1,@user don't hire @user @user @user @user @user graduates. they're taught  &amp; #genocide.
9212,1,"how dare you accurately poray #treasonoustrump china? next they'll say he's a #fascist,  lapdog for putin.Ã¢Â€Â¦ "
9222,1,expes explain the best way to deal with  friends &amp; family.   
9240,1,the historian whitewashing ukraineÃ¢Â€Â™s past  #ukraine #volodymyrviatrovych #history #whitewashing  #jews #nazis
9247,1,"@user has your body, the bodies of your generations, been the sites of fear, repulsion, violent desire,hatred? #ableismÃ¢Â€Â¦ "
9273,1,"@user sickening, but very impoant, reading  "
9279,1,woman catcalled walking in #newyork shuts down harassers in best way ever   #harassment  #ny #manhattan
9307,1,"if krakow is so beautiful then go &amp; stay there, &amp; let us build our #love &amp; #peace here uk. i have east european  #relatives.  @user"
9325,1,#maga #maga3x this #moron who tweeted this sewage below doesn't understand why he and #hillarylost.Ã¢Â€Â¦ 
9343,1,why do the most wise words often come from black americans? is it just a reaction of ? #denzelwashington #morganfreeman #willsmith
9345,1,@user go fuck yourself richie. we like it and it's not going anywhere! Ã°ÂŸÂ¤Â— 
9357,1,the idiocy of feminism.  they actually think microaggressions matter.  here's the proof: 
9365,1,"""kevin didnÃ¢Â€Â™t understand what heÃ¢Â€Â™d done, but he knew heÃ¢Â€Â™d fucked up."" #bestof2016 by @user  #marriage "
9374,1,"st. mark's cathedral: 'we will name racism, anti-semitism, xenophobia as sins' - komo news  "
9401,1, people spit on the face of #god 
9402,1,  sea shepherd suppoers are racist!  #seashepherd    #antiracism
9417,1,Ã¢ÂšÂ¡Ã¯Â¸Â Ã¢Â€Âœcharles paladino's racist comments spark calls for resignationÃ¢Â€Â  
9463,1,you might be a libtard if... #libtard  #sjw #liberal #politics 
9477,1, in ufc pay: amanda nunes (@user who was &amp; still is the champ whopped ronda rousey but less of a payday -  $3 mil to $100k
9482,1,@user #allahsoil there is no correlation between the religion of islam and violence.    Ã¢Â€Â¦Ã¢Â€Â¦ 
9496,1,@user what does #mtv have against #whitepeople? #ccot   via @user
9501,1,welcome 2017  touches new heights! 
9520,1,confessions of former  neo-#confederate.  #audiblechannels #us #history #slavery  #southern #truth
9523,1,man st.louis racist than a muthafucka. #stlouis #stl 
9534,1,@user #allahsoil reagan convinced ksa to flood the market and drive oil prices to historic lows.  
9559,1,!!! no-balls to 'own' his  ... 'coward' !!! /// 
9563,1,@user #allahsoil enlightenment is wasted on the wilfully blind.     Ã¢Â€Â¦   #emiratisÃ¢Â€Â¦ 
9567,1, boob naked assault 
9596,1, black women demonic porn
9603,1,@user dear @user @user @user @user would you please ask these shameless @user @user giveÃ¢Â€Â¦ 
9609,1,@user #allahsoil greenspanÃ¢Â€Â™s policies are now largely blamed for the mogage crisis.   Ã¢Â€Â¦ Ã¢Â€Â¦Ã¢Â€Â¦ 
9628,1,"""nigger?"" #lifelessons of a white kid who grew up in the 60's. #blogpost  #whitepeople #respectÃ¢Â€Â¦ "
9639,1,@user council staff have been instructed by the anc to go slow and make the da look bad. this was exposed a few weeks ago. 
9651,1,"@user @user #potus is attempting to sabotage or country in his final days, #israel #obamacare #isis #energy #russia  "
9655,1,read and understand how  berniebros chose sanders over hillary    
9671,1,"Ã°ÂŸÂ˜Â¨ now, that's not nice! we're urging president-elect @user to denounce  through his #twitter acctÃ¢Â€Â¦ "
9674,1,@user would you want your child to attend this school? i wouldn't. #radical  #indoctrination
9686,1,b4 sm we didnt hear this latent  every single day.. 
9689,1,are Ã¢Â€Â¦ #black &amp; feel like the  are stomping on you? listen  #retweet #tampa #miamiÃ¢Â€Â¦ 
9709,1,"trump, brexit based on misconceptions about race and nationality, says renowned philosopher | cbc radio  "
9754,1,@user #allahsoil police kill a substantially larger number of whites every year than they do blacks.   #racÃ¢Â€Â¦
9756,1,the bearÃ¢Â€Â™s rapacious hunger for oil also sealed its doom.  Ã¢Â€Â¦ #allahsoil  #teambtsÃ¢Â€Â¦ 
9763,1,are Ã¢Â€Â¦ #black &amp; feel like the  are stomping on you? listen  #retweet #tampa #miamiÃ¢Â€Â¦ 
9769,1,i really should have gotten more credit for this one.  #maga #trump #quotes #quote  #potus #news #mediaÃ¢Â€Â¦ 
9786,1,@user #feminismiscancer #feminismisterrorism #feminismmuktbharat why  #malevote is ignored  @user
9811,1,@user new video!  @user #whitepeople  #kanyewest #racewarchess!   wanna see the worst shÃ¢Â€Â¦ 
9814,1,@user and in a not so stunning response plan to nominate #muslimbrotherhood member @user to lead their  pay.
9823,1,"holiday fun, socially relevant! #podcast celebrates '70 bewitched xmas ep   "
9873,1,@user #notmypresident not ever #misogynistic  #traitor #theresistance #putinsbitch 
9874,1,@user #goodes  #bolt  it's not the job of those who are disadvantaged by white privilege to calmly educate white people abouÃ¢Â€Â¦
9876,1,pt 2 #fuckdonaldtrump #13thdocumentary #2017  .that's your bitch ass #president 
9878,1,@user @user allows @user @user &amp; @user  #bigots #race-baiter #slaveowner work for your station. acceptable? #fired
9883,1,great to see quebec is establishing a provincial inquiry into systemic  &amp;  towards indigenous ppls 
9895,1,"#buffalo, #newyork : #trump ally carl #paladino slammed for  wish list for #obamas. what a cockwomble  #usa"
9960,1,@user @user @user @user i fought against both sides of the argument yesterday: 
9968,1,"in the news: from racism to resource development, here are the political stories inuit watched in 2016Ã¢Â€Â¦ "
9977,1,you might be a libtard if... #libtard  #sjw #liberal #politics 
9995,1,are you #black &amp; feel like the  are stomping on you? Ã¢Â€Â¦  #retweet #tampa #miamiÃ¢Â€Â¦ 
10007,1,#ufc champ #amandanunes gets $200k for beating  #rondarousey who got $3 million   is sophisticated 
10016,1,#allahsoil the cold war was fought over oil.   #teambts #teamsuperjunior Ã¢Â€Â¦ 
10022,1,@user oops! i did it again! melted another fragile snowflake!  #sad #soreloser heed #triggerwarning 
10027,1,someone find this man  #stopracism 
10038,1, girls in the world nude yong girl
10046,1,"@user boycotting #fathersday because it's blatantly . many #sistersofcolour don't know who their father is, so please #Ã¢Â€Â¦"
10054,1,@user classy! @user 
10111,1,@user @user it is people like you whom they've come up with the terms for like  #terrorists and #assholes
10150,1,sea shepherd suppoers are racist!   #antiracism #seashepherd  
10167,1,motherhood...unscripted new post: happy new year Ã¢Â€Â“ seriously.  #2016 #celebritydeath #trump #misogyny  #hate
10188,1,.@user my gf used uber without forcing language preferences so you are reading my data and making  #ux choices
10195,1,"retweet, like, and comment! #white #woman goes on  #rant against two #hispanic #women, ... onÃ¢Â€Â¦ "
10198,1,@user @user proved my point-. and i hardly think teen vogue classifies as fake news. you just don't like her opinion
10224,1,  will send you to the #trump inauguration~ join today!! 
10229,1,"if i was a #black female &amp; not white , #pornisforlosers would be shut down for  #govegan"
10230,1,more evidence of the impoance of  in the #brexit vote 
10232,1,"@user - ""happy new year,"" says the  #fascist with his pennyloafer on the neck of the usa. #notrump #nokkk"
10250,1,@user  total asssss...worst mistake ever...lord help us all... #ass #pos
10256,1,so this girl walks into #starbucks and refuses to let me serve her because i'm a white guy? whoa hey there  and 
10264,1,@user #allahsoil all lives matter.     #emiratis #2016in4words
10267,1,"i noticed too. definitions  of #bullying, , and #disabilities are trying to be changed so people don't hv to. "
10274,1,"@user @user and being a ww, i feel culpable 4 deeply entrenched systemic  that exists so i do all i can to dismantle"
10296,1,@user 'cept she plays a celtic woman. celtic symbols and accent etc. but because she's bald character ppl assume she's a man. 
10306,1, adveisments naked fucking whores 
10307,1,#boycott #lying #divisive #nationalist #foxnews add to your list @user @user @user karma sÃ¢Â€Â¦ 
10319,1,@user you might be a libtard if... #libtard  #sjw #liberal #politics 
10320,1,@user @user scary that it's not that long ago! 
10348,1,insane crazy racist white woman reaction!  paranormal- insane #crazy #insane  free classifieds ads
10349,1,@user @user @user i feel triggered by your statement. me &amp; my strawberry blonde locks are going to our safe space. 
10351,1,"@user cuomo: paladino's 'racist, ugly' comments on the obamas embarrass new yorkers  #politics  #cÃ¢Â€Â¦"
10360,1,good night sweet Ã°ÂŸÂŒÂŽ on the 5th day of #kwanzaa is #nia which means purpose. our purpose in 2017 is to fight #fascismÃ¢Â€Â¦ 
10429,1,"#carriefisher was a #feminist, fighting  &amp; #ageism in #hollywood with her #pen, her #acting, her #talent &amp; hÃ¢Â€Â¦ "
10444,1,the latest the equality echo!  thanks to @user @user @user #equality 
10463,1,are you #hispanic &amp; feel Ã¢Â€Â¦ the  are stomping on you? listen  #retweet #boricua #miamiÃ¢Â€Â¦ 
10468,1,@user absolutely disgusting 
10478,1,"@user if you say the #nazi's said that #hatred,  &amp; #bigotry can be found with extremists of all faiths,Ã¢Â€Â¦ "
10492,1,@user @user its about time #whiteman calls  an gets results
10499,1,@user @user worst customer service in the united states! already repoed 2 the better business bureau!  @user
10517,1,@user #allahsoil greenspanÃ¢Â€Â™s monetary policies equated to declining real wages for workers   Ã¢Â€Â¦ Ã¢Â€Â¦Ã¢Â€Â¦ 
10520,1,@user no! the neighbor has not been arrested. the cop was more interested in the kid littering than the assault of the kiÃ¢Â€Â¦ 
10535,1,the latest the  daily!  thanks to @user @user @user  #catalunya
10569,1,techjunkiejh:'alt-right' site plans a 'fake black person' twitter campaign  #socialmedia Ã¢Â€Â¦ 
10573,1,"@user dear #democrats , djt not allowing #islamicradicals  2 use america's freedoms 2 destroy r freedoms is not  or #islamophoÃ¢Â€Â¦"
10597,1,#blacklivesmatter that's why bilal called the adhan on the kaaba   always existed hamza yusuf that was not nice Ã°ÂŸÂ˜Â’
10601,1,@user #allahsoil the temptation to blame everything on a scapegoat is too strong to resist.  Ã¢Â€Â¦Ã¢Â€Â¦ 
10604,1,"#sikh #temple vandalised in in #calgary, #wso condemns  act  "
10605,1,"@user @user @user @user @user ""most boys can use a drill..."" really?  :-)"
10622,1,"leave a 'gweh' below Ã¢Â¬Â‡ if in 2017, you will no longer debate #wypipo about  #slaverÃ¢Â€Â¦  "
10625,1,the cowboys racist. i'm convince fooh. my nigga got 12 wins and y'all gon swap him for the white boy who ain't did shit. 
10628,1,@user my #santaproject is to not shop at @user as long as they suppo #trump brands. #hate  #ivanka #macysÃ¢Â€Â¦ 
10640,1, black women free kerala girls sex photos
10646,1,"can ""whites only immigration"" make america great again?  via @user #jarodtaylor  #asslicker"
10651,1,@user our #4 most popular post this year was @user brilliant take on #whiteprivilege:  #Ã¢Â€Â¦
